from,to,d,EF
Airport,Services,5,0.65130633109606884
Airport,Services,6,0.63470706927660725
Airport,Services,7,0.82376330549665611
Airport,Services,8,0.7928867390235862
Airport,Socio cultural uses,0,-9999.0
Airport,Socio cultural uses,1,-0.10565562021763658
Airport,Socio cultural uses,2,0.71825312072668213
Airport,Socio cultural uses,3,0.62584360894530211
Airport,Socio cultural uses,4,0.40622774076123774
Airport,Socio cultural uses,5,0.37375743128161054
Airport,Socio cultural uses,6,0.076187967727135875
Airport,Socio cultural uses,7,-0.10565562021763658
Airport,Socio cultural uses,8,0.10001265100114885
Airport,Forest,0,0.35324081439582672
Airport,Forest,1,0.1491208317399019
Airport,Forest,2,-0.026970427315779307
Airport,Forest,3,-0.85087916826009802
Airport,Forest,4,0.078539757454194628
Airport,Forest,5,0.22830207778752667
Airport,Forest,6,0.21357882096682046
Airport,Forest,7,0.24254251690213705
Airport,Forest,8,0.20924610183008685
Airport,Extensive grasslands,0,-9999.0
Airport,Extensive grasslands,1,-9999.0
Airport,Extensive grasslands,2,-9999.0
Airport,Extensive grasslands,3,-9999.0
Airport,Extensive grasslands,4,-9999.0
Airport,Extensive grasslands,5,-9999.0
Airport,Extensive grasslands,6,-0.76115993077256505
Airport,Extensive grasslands,7,-0.76115993077256505
Airport,Extensive grasslands,8,-0.84034117682018994
Airport,Nature,0,0.31211863343937291
Airport,Nature,1,-0.046903309202294977
Airport,Nature,2,0.045850744034603687
Airport,Nature,3,0.20490866379150457
Airport,Nature,4,0.19655658942673876
Airport,Nature,5,0.23391536422603215
Airport,Nature,6,0.13465039792068326
Airport,Nature,7,0.10036921749344972
Airport,Nature,8,0.010603174877176097
Airport,Recreation areas,0,-9999.0
Airport,Recreation areas,1,-0.61785702916524987
Airport,Recreation areas,2,-0.39600827954889356
Airport,Recreation areas,3,-0.52094701615719341
Airport,Recreation areas,4,-0.29049809477891952
Airport,Recreation areas,5,0.015899898349156259
Airport,Recreation areas,6,0.15641749001990526
Airport,Recreation areas,7,0.31664142207831775
Airport,Recreation areas,8,0.31827344329959656
Fresh water,Greenhouses,0,-0.56417444640915027
Fresh water,Greenhouses,1,-0.65435107675823834
Fresh water,Greenhouses,2,-0.25258110817241192
Fresh water,Greenhouses,3,-0.050812915417457034
Fresh water,Greenhouses,4,0.0078798104726641258
Fresh water,Greenhouses,5,0.02091240352348742
Fresh water,Greenhouses,6,0.072226013225388463
Fresh water,Greenhouses,7,0.16916902654548119
Fresh water,Greenhouses,8,0.17935731791576076
Fresh water,Housing low density,0,-0.35711161784878731
Fresh water,Housing low density,1,-0.085175228579065579
Fresh water,Housing low density,2,0.013333873186868139
Fresh water,Housing low density,3,0.054154862200347167
Fresh water,Housing low density,4,0.09234030040756723
Fresh water,Housing low density,5,0.074995959967019479
Fresh water,Housing low density,6,0.074871993570404513
Fresh water,Housing low density,7,0.053455023270049716
Fresh water,Housing low density,8,0.030643733568672549
Fresh water,Housing high density,0,0.22016218090535139
Fresh water,Housing high density,1,-0.057386718909106904
Fresh water,Housing high density,2,0.078833028108882042
Fresh water,Housing high density,3,0.10046399759408937
Fresh water,Housing high density,4,0.18005106698390622
Fresh water,Housing high density,5,0.19094804610560093
Fresh water,Housing high density,6,0.1633709914293997
Fresh water,Housing high density,7,0.1895520937938823
Fresh water,Housing high density,8,0.13174454731095531
Fresh water,Industry,0,0.44284933711781216
Fresh water,Industry,1,0.23835937752357395
Fresh water,Industry,2,0.16927952707308175
Fresh water,Industry,3,0.17759997539921385
Fresh water,Industry,4,0.16515492093281381
Fresh water,Industry,5,0.12082030877641499
Fresh water,Industry,6,0.093178957005322346
Fresh water,Industry,7,0.060051282235196034
Fresh water,Industry,8,0.094896855766928676
Fresh water,Services,0,-9999.0
Fresh water,Services,1,-0.42587174824286883
Fresh water,Services,2,0.042797028809787974
Fresh water,Services,3,-0.030431206538412598
Fresh water,Services,4,0.066973166827022396
Fresh water,Services,5,0.17676833363748876
Fresh water,Services,6,0.043145230019697126
Fresh water,Services,7,0.10028625830796728
Fresh water,Services,8,0.17588558579352268
Fresh water,Socio cultural uses,0,-0.1917885422095009
Fresh water,Socio cultural uses,1,-0.14711814729003983
Fresh water,Socio cultural uses,2,-0.0014096765689589103
Fresh water,Socio cultural uses,3,-0.016606529541966345
Fresh water,Socio cultural uses,4,0.10620372528967123
Fresh water,Socio cultural uses,5,0.10106438055628814
Fresh water,Socio cultural uses,6,0.10929146991641374
Fresh water,Socio cultural uses,7,0.083223292842452945
Fresh water,Socio cultural uses,8,0.066160871333845322
Fresh water,Forest,0,-0.33495209892399991
Fresh water,Forest,1,-0.16156924652976754
Fresh water,Forest,2,-0.24212634408700887
Fresh water,Forest,3,-0.26910607494375066
Fresh water,Forest,4,-0.33746316849647251
Fresh water,Forest,5,-0.30725092751464861
Fresh water,Forest,6,-0.14188221769816026
Fresh water,Forest,7,-0.11630651846441638
Fresh water,Forest,8,-0.018281872872420498
Fresh water,Extensive grasslands,0,-0.14832284842841056
Fresh water,Extensive grasslands,1,0.051249506476793605
Fresh water,Extensive grasslands,2,0.056550463960033499
Fresh water,Extensive grasslands,3,-0.073181580182525768
Fresh water,Extensive grasslands,4,0.0067711746052369704
Fresh water,Extensive grasslands,5,0.08876250859644487
Fresh water,Extensive grasslands,6,0.09248583411008339
Fresh water,Extensive grasslands,7,0.088467181351733676
Fresh water,Extensive grasslands,8,0.034941690849591728
Fresh water,Nature,0,0.13580908109842069
Fresh water,Nature,1,0.0040112797345136829
Fresh water,Nature,2,-0.020651487339556966
Fresh water,Nature,3,-0.02506948998106022
Fresh water,Nature,4,-0.026120622116038057
Fresh water,Nature,5,-0.033492883248991648
Fresh water,Nature,6,-0.017520490034038893
Fresh water,Nature,7,-0.0066254895390950707
Fresh water,Nature,8,-0.049943768552913284
Fresh water,Recreation areas,0,0.086060522526237207
Fresh water,Recreation areas,1,0.077409204966301132
Fresh water,Recreation areas,2,0.092500031326767526
Fresh water,Recreation areas,3,0.069916743782664895
Fresh water,Recreation areas,4,0.065220484248654384
Fresh water,Recreation areas,5,0.04708082216615421
Fresh water,Recreation areas,6,0.069209539835386261
Fresh water,Recreation areas,7,0.075288136245274612
Fresh water,Recreation areas,8,0.05638734723789593
Marine water,Greenhouses,0,-9999.0
Marine water,Greenhouses,1,-9999.0
Marine water,Greenhouses,2,-9999.0
Marine water,Greenhouses,3,-9999.0
Marine water,Greenhouses,4,-9999.0
Marine water,Greenhouses,5,-0.039107814980637277
Marine water,Greenhouses,6,-9999.0
Marine water,Greenhouses,7,0.13698344407504398
Marine water,Greenhouses,8,0.7121865746032241
Marine water,Housing low density,0,-9999.0
Marine water,Housing low density,1,-9999.0
Marine water,Housing low density,2,-0.28717194743376867
Marine water,Housing low density,3,-9999.0
Marine water,Housing low density,4,-0.064545588868567899
Marine water,Housing low density,5,-0.32496050832316853
Marine water,Housing low density,6,-9999.0
Marine water,Housing low density,7,-0.11897425029397088
Marine water,Housing low density,8,-0.77725817931779873
Marine water,Housing high density,0,-9999.0
Marine water,Housing high density,1,-9999.0
Marine water,Housing high density,2,-9999.0
Marine water,Housing high density,3,-9999.0
Marine water,Housing high density,4,0.14316882100590214
Marine water,Housing high density,5,0.16165222669991525
Marine water,Housing high density,6,-9999.0
Marine water,Housing high density,7,-9999.0
Marine water,Housing high density,8,0.33304836454721665
Marine water,Industry,0,-9999.0
Marine water,Industry,1,-0.1321991843369425
Marine water,Industry,2,-0.1321991843369425
Marine water,Industry,3,0.19438491579942677
Marine water,Industry,4,0.54213159461852989
Marine water,Industry,5,0.14094059657246069
Marine water,Industry,6,0.5247204299169832
Marine water,Industry,7,0.61710272497182705
Marine water,Industry,8,0.086316771698965691
Marine water,Services,0,-9999.0
Marine water,Services,1,-9999.0
Marine water,Services,2,-9999.0
Marine water,Services,3,-9999.0
Marine water,Services,4,-9999.0
Marine water,Services,5,-9999.0
Marine water,Services,6,-9999.0
Marine water,Services,7,-9999.0
Marine water,Services,8,-9999.0
Marine water,Socio cultural uses,0,-9999.0
Marine water,Socio cultural uses,1,-9999.0
Marine water,Socio cultural uses,2,0.54715790916409324
Marine water,Socio cultural uses,3,0.50936934827469349
Marine water,Socio cultural uses,4,-9999.0
Marine water,Socio cultural uses,5,-9999.0
Marine water,Socio cultural uses,6,-9999.0
Marine water,Socio cultural uses,7,-9999.0
Marine water,Socio cultural uses,8,-9999.0
Marine water,Forest,0,-9999.0
Marine water,Forest,1,-9999.0
Marine water,Forest,2,-9999.0
Marine water,Forest,3,-9999.0
Marine water,Forest,4,-9999.0
Marine water,Forest,5,-9999.0
Marine water,Forest,6,-9999.0
Marine water,Forest,7,-9999.0
Marine water,Forest,8,-9999.0
Marine water,Extensive grasslands,0,-9999.0
Marine water,Extensive grasslands,1,-9999.0
Marine water,Extensive grasslands,2,-9999.0
Marine water,Extensive grasslands,3,-9999.0
Marine water,Extensive grasslands,4,-9999.0
Marine water,Extensive grasslands,5,-9999.0
Marine water,Extensive grasslands,6,0.16961829020445249
Marine water,Extensive grasslands,7,-9999.0
Marine water,Extensive grasslands,8,0.5713184477497969
Marine water,Nature,0,1.7052948523153464
Marine water,Nature,1,0.77992847061225079
Marine water,Nature,2,0.81361601441914899
Marine water,Nature,3,-9999.0
Marine water,Nature,4,0.49100105796367971
Marine water,Nature,5,0.40082406475148957
Marine water,Nature,6,0.16628660673447335
Marine water,Nature,7,-0.068828908785253481
Marine water,Nature,8,-0.080287101766726793
Marine water,Recreation areas,0,-9999.0
Marine water,Recreation areas,1,-9999.0
Marine water,Recreation areas,2,-9999.0
Marine water,Recreation areas,3,-0.37080884596751423
Marine water,Recreation areas,4,-0.16501039999115624
Marine water,Recreation areas,5,-9999.0
Marine water,Recreation areas,6,-0.22642961777074014
Marine water,Recreation areas,7,-0.20441349155227911
Marine water,Recreation areas,8,-0.14664121279691647
